,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude,LatitudeNum,Latitide_upt,Latitide_diff
14347,Bihar Circle,"East Region, Bhagalpur",Munger Division,Supour BO,813221,BO,Delivery,MUNGER,BIHAR,24.6362000,84.6320000,24.6362,86.5568,-61.92059999999999
14616,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Masumganj BO,813213,BO,Delivery,MUNGER,BIHAR,25.175,86.706,25.175,84.425,-59.25
14622,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Bara BO,813202,BO,Delivery,BANKA,BIHAR,41.2316000,75.8909000,41.2316,86.452,-45.2204
14627,Andhra Pradesh Circle,Vijayawada Region,Tadepalligudem Division,Pothineedipalem B.O,534176,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,81.3855815,17.0175271,81.3855815,16.6286,64.7569815
14698,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Barhara BO,813202,BO,Delivery,BANKA,BIHAR,24.9979000,86.6821000,24.9979,86.452,-61.4541
14700,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Gokula  KURAWA BO,813104,BO,Delivery,BANKA,BIHAR,86.9860000,24.7303509,86.986,24.123,62.863
14703,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Kairee BO,813104,BO,Delivery,BANKA,BIHAR,87.0249000,24.7650000,87.0249,24.123,62.9019
14721,Bihar Circle,"East Region, Bhagalpur",Nalanda Division,Bena BO,803110,BO,Delivery,NALANDA,BIHAR,25.3200000,85.5200000,25.32,13.69,11.63
14743,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Keruar BO,813106,BO,Delivery,BANKA,BIHAR,86.2645500,24.7553300,86.26455,25.32,60.94455
14745,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Pirra BO,813106,BO,Delivery,BANKA,BIHAR,86.2100000,24.7732000,86.21,25.32,60.88999999999999
14746,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Supaha BO,813106,BO,Delivery,BANKA,BIHAR,86.9035000,24.9389000,86.9035,25.32,61.583499999999994
15009,Telangana Circle,Hyderabad Region,Khammam Division,Pedagopavaram B.O,507202,BO,Delivery,KHAMMAM,TELANGANA,80.5401700,80.5401700,80.54017,17.6062996,62.9338704
15475,Assam Circle,DivReportingCircle,Goalpara Division,Pabarchara B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.1865890,89.7422540,26.186589,93.6117,-67.425111
15476,Assam Circle,DivReportingCircle,Goalpara Division,South Jhapsabari B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.1010600,89.7350600,26.10106,93.6117,-67.51064
15566,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Datti Rajeru B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.3651050,83.3451180,18.365105,83.25403,-64.888925
15567,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Pedamedapalli B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.3672590,83.3278440,18.367259,83.25403,-64.886771
15568,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Vindhyavasi B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.3677990,83.3442060,18.367799,83.25403,-64.886231
15692,Bihar Circle,"East Region, Bhagalpur",Nalanda Division,Belchi BO,803110,BO,Delivery,PATNA,BIHAR,25.3500000,85.6500000,25.35,13.69,11.660000000000002
15885,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Channo BO,813204,BO,Delivery,BHAGALPUR,BIHAR,84.2540000,26.3210000,84.254,25.006,59.248000000000005
15897,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Ramchna BO,813221,BO,Delivery,BANKA,BIHAR,24.6290000,84.6230000,24.629,86.5568,-61.92779999999999
15901,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Tengza BO,813202,BO,Delivery,BANKA,BIHAR,26.3690000,85.3330000,26.369,86.452,-60.083
15903,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Maniyarpur BO,813104,BO,Delivery,BANKA,BIHAR,86.9605000,24.7511000,86.9605,24.123,62.83749999999999
15910,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Barwasini BO,813106,BO,Delivery,BANKA,BIHAR,87.0955000,24.7553000,87.0955,25.32,61.7755
15912,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Kolhasar BO,813106,BO,Delivery,BANKA,BIHAR,86.2645500,24.7553000,86.26455,25.32,60.94455
15913,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Katsakrah BO,813106,BO,Delivery,BANKA,BIHAR,8.6119000,24.7785000,8.6119,25.32,-16.7081
16267,Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Padamatipalem B.O,524306,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,14.5669020,79.7893970,14.566902,79.82,-65.253098
16269,Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Vangallu B.O,524306,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,14.5689640,79.9384120,14.568964,79.82,-65.251036
16448,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Omanagri BO,192201,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,32.5000000,25.6000000,32.5,129.6,-97.1
16682,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Bhutedi BO,385010,BO,Delivery,BANAS KANTHA,GUJARAT,72.3851270,24.2642610,72.385127,24.280395,48.104732
16913,Bihar Circle,DivReportingCircle,Vaishali Division,Chechar BO,844503,BO,Delivery,VAISHALI,BIHAR,25.6531960,85.3222020,25.653196,85.322202,-59.669006
16916,Bihar Circle,DivReportingCircle,Vaishali Division,Kutubpur Saidpur BO,844503,BO,Delivery,VAISHALI,BIHAR,25.6531960,85.3222020,25.653196,85.322202,-59.669006
16917,Bihar Circle,DivReportingCircle,Vaishali Division,Mathurapur Sultan BO,844503,BO,Delivery,VAISHALI,BIHAR,25.6531960,85.3222020,25.653196,85.322202,-59.669006
17000,Bihar Circle,DivReportingCircle,Vaishali Division,Pirapur BO,844505,BO,Delivery,VAISHALI,BIHAR,85.1214000,25.3698000,85.1214,26.003818,59.117582
17001,Bihar Circle,DivReportingCircle,Vaishali Division,Rasulpur Purusottam BO,844505,BO,Delivery,VAISHALI,BIHAR,85.6947000,25.9865000,85.6947,26.003818,59.690882
17352,Bihar Circle,"East Region, Bhagalpur",Nalanda Division,Badarbali BO,803110,BO,Delivery,NALANDA,BIHAR,25.3500000,85.4400000,25.35,13.69,11.660000000000002
17353,Bihar Circle,"East Region, Bhagalpur",Nalanda Division,Bajitpur Mudhari BO,803110,BO,Delivery,NALANDA,BIHAR,25.3400000,85.5300000,25.34,13.69,11.65
17364,Bihar Circle,"East Region, Bhagalpur",Munger Division,Bhagalpur Devgaon BO,813221,BO,Delivery,MUNGER,BIHAR,24.5620000,84.2150000,24.562,86.5568,-61.9948
17366,Bihar Circle,"East Region, Bhagalpur",Munger Division,Madhochih BO,813221,BO,Delivery,MUNGER,BIHAR,24.9520000,84.5230000,24.952,86.5568,-61.6048
17398,Assam Circle,DivReportingCircle,Goalpara Division,Bidyardabri B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.2737110,89.7862020,26.273711,93.6117,-67.337989
17399,Assam Circle,DivReportingCircle,Goalpara Division,Chatoguma B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.2737110,89.7862020,26.273711,93.6117,-67.337989
17400,Assam Circle,DivReportingCircle,Goalpara Division,Dighaltari B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.2737110,89.7862020,26.273711,93.6117,-67.337989
17401,Assam Circle,DivReportingCircle,Goalpara Division,Jhaskal B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.1682300,89.7544230,26.16823,93.6117,-67.44346999999999
17402,Assam Circle,DivReportingCircle,Goalpara Division,Mahamayahat B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.2524000,89.7767000,26.2524,93.6117,-67.35929999999999
17755,Assam Circle,DivReportingCircle,Goalpara Division,Kaldoba B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.2037040,89.7731890,26.203704,93.6117,-67.407996
17756,Assam Circle,DivReportingCircle,Goalpara Division,Maragadadhar B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.2222900,89.8464050,26.22229,93.6117,-67.38941
17757,Assam Circle,DivReportingCircle,Goalpara Division,Pokalagi B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.3455410,89.8622020,26.345541,93.6117,-67.266159
17795,Assam Circle,DivReportingCircle,Goalpara Division,Patamari B.O,783324,BO,Delivery,DHUBRI,ASSAM,58.9555950,89.8528420,58.955595,26.028078,32.927517
17995,Assam Circle,DivReportingCircle,Goalpara Division,Chagolia B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.2737110,89.7862020,26.273711,93.6117,-67.337989
17996,Assam Circle,DivReportingCircle,Goalpara Division,Jhapsabari B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.7862020,89.7862020,26.786202,93.6117,-66.825498
17997,Assam Circle,DivReportingCircle,Goalpara Division,Kaimari B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.3173830,90.2279840,26.317383,93.6117,-67.294317
17998,Assam Circle,DivReportingCircle,Goalpara Division,Satrasal B.O,783335,BO,Delivery,DHUBRI,ASSAM,26.1632026,89.7350600,26.1632026,93.6117,-67.4484974
18320,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Gobhyam B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.3572930,83.3816100,18.357293,83.25403,-64.896737
18321,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Gutchimi B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.3872030,83.3715930,18.387203,83.25403,-64.866827
18322,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Ingilapalli Agraharam B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,17.1274660,82.3397640,17.127466,83.25403,-66.126564
18323,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Kompangi B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.3349830,83.2920710,18.334983,83.25403,-64.919047
18324,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Komatipalli Agraharam B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.6021370,83.3956310,18.602137,83.25403,-64.651893
18325,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,S Chintalavalasa B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.0675000,83.4095000,18.0675,83.25403,-65.18653
18326,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Vangara B.O,535580,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.3651050,83.3451180,18.365105,83.25403,-64.888925
18349,Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Vasadi B.O,535160,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,47.3215860,19.4037490,47.321586,18.496867,28.824719
18438,Assam Circle,DivReportingCircle,Goalpara Division,Ranchaidham B.O,783372,BO,Delivery,CHIRANG,ASSAM,90.4444730,26.5020820,90.444473,26.513621,63.930852
18500,Bihar Circle,DivReportingCircle,Vaishali Division,Bibipur BO,844111,BO,Delivery,VAISHALI,BIHAR,85.0817830,26.0038180,85.081783,25.4141666,59.6676164
18510,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Rata BO,813207,BO,Delivery,BANKA,BIHAR,86.2645500,24.7553300,86.26455,24.9325,61.332049999999995
18513,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Amarpur BO,853201,BO,Delivery,BHAGALPUR,BIHAR,85.2540000,24.3650000,85.254,24.687,60.56700000000001
18517,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Mahesakhore BO,813204,BO,Delivery,BHAGALPUR,BIHAR,86.6522400,24.8553300,86.65224,25.006,61.646240000000006
18518,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Pathakdih BO,813204,BO,Delivery,BHAGALPUR,BIHAR,85.2570000,24.2650000,85.257,25.006,60.251000000000005
18520,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Khojhi BO,813103,BO,Delivery,BANKA,BIHAR,25.9880000,86.3650000,25.988,86.9847382,-60.996738199999996
18621,Bihar Circle,"East Region, Bhagalpur",Nalanda Division,Karnauti BO,803212,BO,Delivery,PATNA,BIHAR,85.5400000,25.4300000,85.54,26.19,59.35000000000001
18641,Bihar Circle,"East Region, Bhagalpur",Munger Division,Manikpur BO,813221,BO,Delivery,MUNGER,BIHAR,24.9450000,84.5620000,24.945,86.5568,-61.611799999999995
18642,Bihar Circle,"East Region, Bhagalpur",Munger Division,Rangaon BO,813221,BO,Delivery,MUNGER,BIHAR,24.5410000,84.5320000,24.541,86.5568,-62.0158
18677,Bihar Circle,DivReportingCircle,Vaishali Division,Boaria BO,844114,BO,Delivery,VAISHALI,BIHAR,85.3003120,25.8597980,85.300312,25.859798,59.44051400000001
18679,Bihar Circle,DivReportingCircle,Vaishali Division,Hansikewal BO,844114,BO,Delivery,VAISHALI,BIHAR,85.3003120,25.8597980,85.300312,25.859798,59.44051400000001
18704,Bihar Circle,DivReportingCircle,Vaishali Division,Warispur BO,844114,BO,Delivery,VAISHALI,BIHAR,85.3003120,25.8597980,85.300312,25.859798,59.44051400000001
18706,Bihar Circle,DivReportingCircle,Vaishali Division,Jafrabad BO,844503,BO,Delivery,VAISHALI,BIHAR,25.6531960,85.3222020,25.653196,85.322202,-59.669006
18707,Bihar Circle,DivReportingCircle,Vaishali Division,Navanagar BO,844503,BO,Delivery,VAISHALI,BIHAR,25.6531960,85.3222020,25.653196,85.322202,-59.669006
18731,Bihar Circle,"East Region, Bhagalpur",Munger Division,Majhgain BO,813221,BO,Delivery,MUNGER,BIHAR,24.9220000,84.6210000,24.922,86.5568,-61.6348
18732,Bihar Circle,"East Region, Bhagalpur",Munger Division,Nowgain BO,813221,BO,Delivery,MUNGER,BIHAR,24.8160000,84.8410000,24.816,86.5568,-61.74079999999999
18733,Bihar Circle,"East Region, Bhagalpur",Munger Division,Parwara BO,813221,BO,Delivery,MUNGER,BIHAR,24.5680000,84.1530000,24.568,86.5568,-61.9888
18932,Bihar Circle,DivReportingCircle,Vaishali Division,Chansarai BO,844505,BO,Delivery,VAISHALI,BIHAR,85.0817830,26.0038180,85.081783,26.003818,59.077965000000006
18938,Bihar Circle,DivReportingCircle,Vaishali Division,Sadullahpur BO,844102,BO,Delivery,VAISHALI,BIHAR,85.2314000,25.3625000,85.2314,25.694654,59.536745999999994
18939,Bihar Circle,DivReportingCircle,Vaishali Division,Subhai BO,844102,BO,Delivery,VAISHALI,BIHAR,85.1214000,25.4875000,85.1214,25.694654,59.426745999999994
18940,Bihar Circle,DivReportingCircle,Vaishali Division,Arnia BO,844505,BO,Delivery,VAISHALI,BIHAR,85.0817830,26.0038180,85.081783,26.003818,59.077965000000006
18941,Bihar Circle,DivReportingCircle,Vaishali Division,Bhathahi BO,844505,BO,Delivery,VAISHALI,BIHAR,85.0817830,26.0038180,85.081783,26.003818,59.077965000000006
18942,Bihar Circle,DivReportingCircle,Vaishali Division,Bishanpur Bedaulia BO,844505,BO,Delivery,VAISHALI,BIHAR,85.0817830,26.0038180,85.081783,26.003818,59.077965000000006
19275,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,Pindarda BO,382610,BO,Delivery,GANDHINAGAR,GUJARAT,23.4100000,72.5900000,23.41,36.16,-12.749999999999996
19278,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,Randesan BO,382426,BO,Delivery,GANDHINAGAR,GUJARAT,72.6700000,23.1400000,72.67,23.15,49.52
19391,Bihar Circle,DivReportingCircle,Vaishali Division,Bajitpur Saidat BO,844503,BO,Delivery,VAISHALI,BIHAR,25.6531960,85.3222020,25.653196,85.322202,-59.669006
19392,Bihar Circle,DivReportingCircle,Vaishali Division,Khilwat BO,844503,BO,Delivery,VAISHALI,BIHAR,25.6531960,85.3222020,25.653196,85.322202,-59.669006
19393,Bihar Circle,DivReportingCircle,Vaishali Division,Madhurapur BO,844503,BO,Delivery,VAISHALI,BIHAR,25.6531960,85.3222020,25.653196,85.322202,-59.669006
19479,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Baid Pur BO,813211,BO,Delivery,BANKA,BIHAR,86.8566600,24.5466600,86.85666,25.0598,61.79686000000001
19485,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Chathar Dhaniar BO,813221,BO,Delivery,BANKA,BIHAR,24.5460000,84.2540000,24.546,86.5568,-62.010799999999996
19488,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Hasai BO,813205,BO,Delivery,BANKA,BIHAR,24.0980000,84.3080000,24.098,85.254,-61.156000000000006
19489,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Mahiyama BO,813205,BO,Delivery,BHAGALPUR,BIHAR,24.0060000,84.0090000,24.006,85.254,-61.248000000000005
19713,Bihar Circle,DivReportingCircle,Vaishali Division,Bathna Mahodat BO,844118,BO,Delivery,VAISHALI,BIHAR,85.3292730,85.3292730,85.329273,25.673746,59.655527
19718,Bihar Circle,DivReportingCircle,Vaishali Division,Ratnakar BO,844102,BO,Delivery,VAISHALI,BIHAR,85.2356000,25.8356000,85.2356,25.694654,59.540946000000005
19720,Bihar Circle,DivReportingCircle,Vaishali Division,Dih Bichauli BO,844505,BO,Delivery,VAISHALI,BIHAR,85.0817830,26.0038180,85.081783,26.003818,59.077965000000006
19722,Bihar Circle,DivReportingCircle,Vaishali Division,Loma BO,844505,BO,Delivery,VAISHALI,BIHAR,85.0817830,26.0038180,85.081783,26.003818,59.077965000000006
19775,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Batsar BO,813205,BO,Delivery,BANKA,BIHAR,24.0030000,84.0050000,24.003,85.254,-61.251000000000005
19776,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Nadiyama BO,813205,BO,Delivery,BHAGALPUR,BIHAR,24.0530000,84.0540000,24.053,85.254,-61.20100000000001
19962,Karnataka Circle,South Karnataka Region,Chitradurga Division,Tumbigre B.O,577512,BO,Delivery,DAVANGERE,KARNATAKA,40.7395990,73.9883650-,40.739599,14.497011,26.242587999999998
20080,Bihar Circle,DivReportingCircle,Vaishali Division,Mansingpur Bijhrauli BO,844505,BO,Delivery,VAISHALI,BIHAR,85.0817830,26.0038180,85.081783,26.003818,59.077965000000006
20200,Karnataka Circle,South Karnataka Region,Chitradurga Division,Gonuru B.O,577517,BO,Delivery,CHITRADURGA,KARNATAKA,44.9720140,84.0283920-,44.972014,12.974031,31.997983
20248,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,Vasna  Chacharvadi BO,382213,BO,Delivery,AHMADABAD,GUJARAT,72.5500000,23.1200000,72.55,22.95,49.599999999999994
20300,Karnataka Circle,South Karnataka Region,Chitradurga Division,Arnakatte B.O,577511,BO,Delivery,CHITRADURGA,KARNATAKA,76.6160530,13.9438289,76.616053,13.937098,62.678954999999995
20311,Karnataka Circle,South Karnataka Region,Chitradurga Division,Buddanahatty B.O,577543,BO,Delivery,CHITRADURGA,KARNATAKA,52.6995680,8.8119230-,52.699568,13.92531,38.774258
20389,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Mathura Sahibganj BO,813202,BO,Delivery,BANKA,BIHAR,24.9277000,86.5930000,24.9277,86.452,-61.5243
20406,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,Moraiya BO,382213,BO,Delivery,AHMADABAD,GUJARAT,72.4300000,22.9300000,72.43,22.95,49.480000000000004
20440,Karnataka Circle,South Karnataka Region,Kodagu Division,Kanur B.O,571216,BO,Delivery,KODAGU,KARNATAKA,75.9367624,75.9367624,75.9367624,12.1061175,63.83064490000001
20471,Assam Circle,Dibrugarh Region,Sibsagar Division,Aideopukhuri B.O,785690,BO,Delivery,CHARAIDEO,ASSAM,94.6318889,26.9886944,94.6318889,26.9886944,67.6431945
20562,Andhra Pradesh Circle,Vijayawada Region,Gudur Division,Kattuvapalli B.O,524123,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,80.11139,13.7851,80.11139,13.7449362,66.3664538
20704,Karnataka Circle,South Karnataka Region,Chitradurga Division,Mathi B.O,577525,BO,Delivery,DAVANGERE,KARNATAKA,32.2209920,110.9323800-,32.220992,12.754579,19.466413000000003
20785,Assam Circle,DivReportingCircle,Nalbari Division,Janigog B.O,781334,BO,Delivery,NALBARI,ASSAM,91.4380000,26.4447778,91.438,26.4447778,64.9932222
20915,Bihar Circle,Muzaffarpur Region,Madhubani Division,Dhanchhiha Baruar BO,847108,BO,Delivery,MADHUBANI,BIHAR,80.0600000,26.8600000,80.06,26.2566339,53.803366100000005
20916,Bihar Circle,Muzaffarpur Region,Madhubani Division,Mahadev Math BO,847452,BO,Delivery,SUPAUL,BIHAR,80.0600000,26.8600000,80.06,26.346854,53.713146
20917,Bihar Circle,Muzaffarpur Region,Madhubani Division,Narendrapur BO,847452,BO,Delivery,SUPAUL,BIHAR,80.0600000,26.8600000,80.06,26.346854,53.713146
20949,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Ankavaram B.O,535525,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.5822000,18.7731000,83.5822,18.7181108,64.8640892
20950,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Basangi B.O,535525,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4959000,18.8198000,83.4959,18.7181108,64.7777892
20951,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Naguru B.O,535525,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.5229000,18.7475000,83.5229,18.7181108,64.8047892
20952,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pedabuddidi B.O,535525,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.5534000,18.7332000,83.5534,18.7181108,64.83528919999999
20953,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sunki Agraharam B.O,535525,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4975000,18.7703000,83.4975,18.7181108,64.7793892
21017,Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Siddipuram B.O,524306,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,14.5659780,79.8093630,14.565978,79.82,-65.25402199999999
21046,Gujarat Circle,Vadodara Region,Vadodara East Division,Dhamasiya BO,391150,BO,Delivery,CHHOTAUDEPUR,GUJARAT,73.4152000,21.4157000,73.4152,21.0545,52.360699999999994
21047,Gujarat Circle,Vadodara Region,Vadodara East Division,Dharsimel BO,391150,BO,Delivery,CHHOTAUDEPUR,GUJARAT,73.4152000,21.4157000,73.4152,21.0545,52.360699999999994
21050,Gujarat Circle,Vadodara Region,Vadodara East Division,Kaliyapura BO,391150,BO,Delivery,CHHOTAUDEPUR,GUJARAT,73.4152000,15.5934000,73.4152,21.0545,52.360699999999994
21051,Gujarat Circle,Vadodara Region,Vadodara East Division,Pochamba BO,391150,BO,Delivery,CHHOTAUDEPUR,GUJARAT,73.4152000,15.5934000,73.4152,21.0545,52.360699999999994
21052,Gujarat Circle,Vadodara Region,Vadodara East Division,Raipur BO,391150,BO,Delivery,CHHOTAUDEPUR,GUJARAT,87.6896000,15.5934000,87.6896,21.0545,66.6351
21053,Gujarat Circle,Vadodara Region,Vadodara East Division,Sindhikuva BO,391150,BO,Delivery,CHHOTAUDEPUR,GUJARAT,73.4152000,15.5934000,73.4152,21.0545,52.360699999999994
21054,Gujarat Circle,Vadodara Region,Vadodara East Division,Tanakhala BO,391150,BO,Delivery,CHHOTAUDEPUR,GUJARAT,73.4152000,15.5934000,73.4152,21.0545,52.360699999999994
21127,Karnataka Circle,South Karnataka Region,Chitradurga Division,Gudahal B.O,577512,BO,Delivery,DAVANGERE,KARNATAKA,26.0318870,80.1914480-,26.031887,14.497011,11.534876
21139,Karnataka Circle,South Karnataka Region,Chitradurga Division,Hlebathi B.O,577566,BO,Delivery,DAVANGERE,KARNATAKA,26.3150070,28.4184650,26.315007,14.463837,11.851170000000002
21204,Gujarat Circle,Vadodara Region,Vadodara East Division,Kohivav BO,391160,BO,Delivery,CHHOTAUDEPUR,GUJARAT,15.5934000,73.5860000,15.5934,73.586,-57.992599999999996
21205,Gujarat Circle,Vadodara Region,Vadodara East Division,Pani BO,391160,BO,Delivery,CHHOTAUDEPUR,GUJARAT,15.5934000,73.5860000,15.5934,73.586,-57.992599999999996
21207,Gujarat Circle,Vadodara Region,Vadodara East Division,Umarva BO,391160,BO,Delivery,CHHOTAUDEPUR,GUJARAT,15.5934000,73.3686000,15.5934,73.586,-57.992599999999996
